	Smiles	Standard Type	Standard Value	pChEMBL Value
4286	CN1CCN(c2nc(N)nc(COc3ccccc3)n2)CC1	Ki	507.0	6.29
4287	Cc1ccccc1OCc1nc(N)nc(N2CCN(C)CC2)n1	Ki	87.0	7.06
4295	O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(F)c3)CC2)CC1	Ki	8279.0	5.08
4296	CN1CCN(Cc2cn(S(=O)(=O)c3ccccc3F)c3ccccc23)CC1	Ki	7.8	8.11
4297	Cl.Cl.O=S(=O)(c1ccccc1Br)n1cc(CN2CCNCC2)c2ccccc21	Ki	4.5	8.35
4298	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccc(Br)cc1	Ki	10.3	7.99
4299	CN1CCN(Cc2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	Ki	17.5	7.76
4300	CN1CCN(Cc2cn(S(=O)(=O)c3ccccc3)c3ncccc23)CC1	Ki	277.0	6.56
4301	O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCOCC1)NCC3	Ki	2.1	8.68
4302	COCC1(C)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	18.0	7.75
4303	COc1cccc(S(=O)(=O)c2ccc3c4c(oc3c2)C(C)(C)NCC4)c1	Ki	17.5	7.76
4306	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCOc4ccccc4)CC3)cccc21	Ki	16.0	7.8
4307	O=C1CCc2ccc(OCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1	Ki	2.3	8.64
4308	NC(=O)c1ccccc1OCCCN1CCC(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1	Ki	57.0	7.24
4309	O=C1CCc2ccc(OCCCCN3CC=C(c4cn(Cc5ccccc5)c5ccccc45)CC3)cc2N1	Ki	22.0	7.66
4310	c1ccc(Cn2ccc3ccc(-c4ccncc4)cc32)cc1	Ki	3262.0	5.49
4311	CS(=O)(=O)n1ccc2ccc(-c3ccncc3)cc21	Ki	4050.0	5.39
4312	CN(C)c1cccc2c1ccn2S(=O)(=O)C1CCCCC1	Ki	4886.0	5.31
4313	CN(C)c1cccc2c1ccn2S(=O)(=O)c1ccccc1	Ki	65.0	7.19
4314	O=S(=O)(c1ccccc1)n1cc(N2CCCCC2)c2ccccc21	Ki	219.0	6.66
4317	Cn1c2c(c3cc(S(=O)(=O)c4cccc(-c5cc[nH]n5)c4)ccc31)C1CCC(C2)N1	Ki	244.0	6.61
4319	Cn1c2c(c3cc(S(=O)(=O)c4cccc5cc[nH]c45)ccc31)C1CCC(C2)N1	Ki	4.5	8.35
4320	Cn1c2c(c3cc(S(=O)(=O)c4cn(Cc5ccccc5)c5ccccc45)ccc31)C1CCC(C2)N1	Ki	0.71	9.15
4321	O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1	Ki	536.0	6.27
4322	COc1cc(N2CCNCC2)c2ncc(C)c(Oc3ccccc3)c2c1	Ki	1.0	9.0
4323	COc1ccc(C)cc1S(=O)(=O)Nc1cc(OC2CCNCC2)c2occc2c1	Ki	1.2	8.92
4324	Cc1nc2c(N3CCNCC3)cccc2n1S(=O)(=O)c1ccccc1	Ki	0.53	9.28
4327	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc12	Ki	12.0	7.92
4328	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4O)ccc31)C1CCC(C2)N1	Ki	100.0	7.0
4329	Cn1c2c(c3cc(S(=O)(=O)c4ccc5[nH]ccc5c4)ccc31)C1CCC(C2)N1Cc1ccccc1	Ki	1.2	8.92
4333	Cc1ccccc1S(=O)(=O)n1cc2c3c(cccc31)N1CCNCC1C2	Ki	20.89	7.68
4334	COc1cc2c3c(c1OC)-c1cc(N(C)C)ccc1CC3N(C)CC2	Ki	127.0	6.9
4336	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	Ki	183.0	6.74
4337	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1	Ki	71.0	7.15
4338	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1	Ki	47.0	7.33
4339	Cc1c(S(=O)(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)sc2ccc(F)cc12	Ki	120.0	6.92
4340	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12	Ki	120.0	6.92
4341	O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1	Ki	330.0	6.48
4342	Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1	Ki	210.0	6.68
4343	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12	Ki	8.8	8.06
4344	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1	Ki	3.3	8.48
4345	O=S(=O)(c1cccc(F)c1)n1cc2c3c(cccc31)N1CCNCC1C2	Ki	0.7586	9.12
4350	Cc1ccc2c(OCCN3CCC(Cc4cc5c(cc4F)OCC(=O)N5)CC3)cc(Cl)cc2n1	Ki	7943.28	5.1
4352	O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1	Ki	10.96	7.96
4353	Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12	Ki	30.9	7.51
4354	CN1CCN(Cc2cccc3c2c(Cl)cn3S(=O)(=O)c2cccc(Cl)c2)CC1	Ki	27.19	7.57
4355	COc1ccc(S(=O)(=O)n2ccc3c(CN4CCN(C)CC4)cccc32)cc1	Ki	29.15	7.54
4356	Cc1ccc(S(=O)(=O)n2ccc3c(CN4CCN(C)CC4)cccc32)cc1	Ki	7.92	8.1
4357	O=S(=O)(C1=C(Cl)NC2SC=CN12)c1cn(C2CCNC2)c2ncccc12	Ki	1.0	9.0
4362	COc1cccc2[nH]cc(CCN(C)C)c12	Ki	154.0	6.81
4363	CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21	Ki	3.0	8.52
4364	Cc1nc2c(o1)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)CC2=O	Ki	213.8	6.67
4365	COc1cc(Cl)cc(C(C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC	Ki	4.0	8.4
4366	O=C(Nc1ccccc1)n1cc(C2=CCNCC2)c2cc(F)ccc21	Ki	118.0	6.93
4368	O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	Ki	2800.0	5.55
4371	CN1CCN(Cc2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(O)cc23)CC1.Cl.Cl	Ki	34.9	7.46
4379	CN1CCN(Cc2cn(S(=O)(=O)c3ccc(Cl)cc3Cl)c3ccccc23)CC1	Ki	28.2	7.55
4380	CN1CCN(Cc2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1	Ki	8.76	8.06
4381	COc1ccc2c(c1)c(CN1CCNCC1)cn2S(=O)(=O)c1ccccc1Br.CS(=O)(=O)O.CS(=O)(=O)O.O.O	Ki	1.3	8.89
4382	CCN1CCN(Cc2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(OC)cc23)CC1	Ki	1.7	8.77
4383	COc1cccc2c1c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccc(C(C)C)cc1.Cl.Cl	Ki	11.6	7.94
4384	CN1CCN(Cc2cn(S(=O)(=O)c3ccccc3)c3cc(Cl)ccc23)CC1	Ki	35.7	7.45
4387	O=S(=O)(c1cccc2cnccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1	Ki	9.0	8.05
4388	CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2cccc(F)c2)C3)c1	Ki	539.0	6.27
4391	N#Cc1ccc(CNC(=O)CCOCCN2CCN(c3cccnc3-c3ccc(F)cc3)CC2)cc1	Ki	2815.0	5.55
4393	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(OCCO)cc3)CC2)cc1	Ki	1336.0	5.87
4394	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21	Ki	36.0	7.44
4395	Cl.O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCNC4CCN(Cc5ccccc5)CC4)CC3)cccc21	Ki	16.0	7.8
4396	COc1ccc(-c2cc(F)ccc2N2CCN(CCCCCC(=O)NCc3ccc(C#N)cc3)CC2)cc1	Ki	614.0	6.21
4397	C[C@@H](NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1	Ki	561.0	6.25
4398	Cl.Cn1c(=O)c2c(ncn2CCCCN2CCc3ccccc3C2)n(C)c1=O	Ki	11670.0	4.93
4399	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNC4CCN(Cc5ccccc5)CC4)CC3)cccc21	Ki	39.0	7.41
4400	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1	Ki	27.0	7.57
4401	O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1	Ki	2200.0	5.66
4402	O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1	Ki	46.0	7.34
4404	C[C@H](NCc1ccc(OCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1)C(N)=O	Ki	158.0	6.8
4407	Cl.Cn1c(=O)c2c(ncn2CCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)n(C)c1=O	Ki	1902.0	5.72
4408	COc1ccccc1N1CCN(CCCCn2cnc3c2c(=O)n(C)c(=O)n3C)CC1.Cl	Ki	1970.0	5.71
4409	CCCCS(=O)(=O)n1ccc2ccc(-c3ccncc3)cc21	Ki	1151.0	5.94
4410	CCN/C(=N\S(=O)(=O)c1ccc2[nH]ncc2c1)N1CC2(C=N1)CCCC2	Ki	28.6	7.54
4411	CCN/C(=N\S(=O)(=O)c1ccc(N)c(Cl)c1)N1CC2(C=N1)CCCC2	Ki	1.8	8.74
4413	CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccc(O)cc1	Ki	251.2	6.6
4415	CC1(C(F)F)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	16.0	7.8
4416	O=S(=O)(c1ccccc1)c1ccc2oc3c(c2c1)CCNC3	Ki	46.0	7.34
4417	CC(C)c1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1ccccc1	Ki	2.0	8.7
4418	CCC1(C)CC(CCNCc2ccccc2)(c2ccc(C)cc2)CCO1	Ki	5600.0	5.25
4420	Clc1cc(Cl)c(OCC#CI)cc1Cl	Ki	1862.0	5.73
4424	CC(=O)N1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1	Ki	714.0	6.15
4425	CCCCc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1	Ki	12.0	7.92
4426	O=S(=O)(c1ccccc1)n1cc(-c2ccccc2)c2ccccc21	Ki	146.0	6.84
4434	COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc3ncccc3c2)CC1	Ki	825.0	6.08
4439	CNCCCC12CCC(c3ccccc31)c1ccccc12	Ki	414.0	6.38
4442	COc1ccccc1N1CCN(CCCCN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1	Ki	3567.0	5.45
4443	CCOc1ccccc1N1CCN(CCCN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1	Ki	4139.0	5.38
4446	N=C1NC(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1	Ki	742.0	6.13
4448	NCCc1c(-c2ccccc2)[nH]c2ccncc12	Ki	2600.0	5.58
4449	Cc1cn(S(=O)(=O)c2ccc(N)cc2)c2ccncc12	Ki	41.0	7.39
4450	NCCc1c[nH]c2ccncc12	Ki	64.0	7.19
4451	CN(C)CCc1c[nH]c2ccncc12	Ki	100.0	7.0
4452	Cc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	Ki	15.85	7.8
4453	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1	Ki	920.0	6.04
4454	CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1	Ki	3.24	8.49
4455	O=S(=O)(c1ccc2c(c1)COC2)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	7.6	8.12
4456	COc1cc(S(=O)(=O)c2ccccc2CO)cc2c3c(oc12)CCNC3	Ki	1.5	8.82
4457	COc1cc(S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc2c3c(oc12)CCNC3	Ki	0.49	9.31
4458	O=S(=O)(c1ccccc1)c1cc(OC(F)F)c2oc3c(c2c1)CNCC3	Ki	0.33	9.48
4459	CC(C)(O)c1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	Ki	55.0	7.26
4460	NC(=O)c1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	Ki	307.0	6.51
4465	O=S(=O)(c1ccnc2ccccc12)N1CCCCC[C@H]1CCN1CCN(c2nsc3ccccc23)CC1	Ki	623.0	6.21
4466	O=S(=O)(c1cccc2ncccc12)N1CC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1	Ki	344.0	6.46
4467	O=S(=O)(c1cncc2ccccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3[nH]ccc23)CC1	Ki	766.0	6.12
4468	O=S(=O)(c1cccc2ncccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3[nH]ccc23)CC1	Ki	641.0	6.19
4469	O=S(=O)(c1cccc2ncccc12)N1CCC[C@H]1CCN1CCN(c2cccc3[nH]ccc23)CC1	Ki	2310.0	5.64
4470	O=S(=O)(c1cccc2cnccc12)N1CCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1	Ki	72.0	7.14
4472	O=S(=O)(c1cncc2ccccc12)N1CCC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1	Ki	40.0	7.4
4473	O=S(=O)(c1cccc2ncccc12)N1CCC[C@@H]1CCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1	Ki	18.0	7.75
4475	CNc1ccccc1S(=O)(=O)c1ccccc1	Ki	24.3	7.61
4476	Cl.O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1	Ki	374.0	6.43
4477	Cl.O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2F)CC1	Ki	1726.0	5.76
4478	Cl.O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1	Ki	2045.0	5.69
4480	COc1ccc2c(=O)c3cc(CN4CCN(Cc5ccccc5)CC4)ccc3oc2c1.Cl.Cl	Ki	8836.0	5.05
4482	COc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CC(N(C)C)CC3)cc1	Ki	20.4	7.69
4483	CC(C)c1ccc(S(=O)(=O)n2c3c(c4cc(F)ccc42)CC(N(C)C)CC3)cc1	Ki	15.5	7.81
4485	Cc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12.Cl	Ki	14.0	7.85
4486	CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12.Cl	Ki	29.0	7.54
4487	COc1ccc2c(c1)c(-c1cnc(N)[nH]1)cn2S(=O)(=O)c1ccccc1.Cl	Ki	2.0	8.7
4488	CCC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3cccc4ccccc34)c3ccc(OC)cc23)[nH]1	Ki	10.0	8.0
4489	COc1ccc2c(c1)c(-c1[nH]c(NCCc3ccccc3)nc1C)cn2S(=O)(=O)c1ccccc1	Ki	83.0	7.08
4490	COc1ccc2c(c1)c(-c1nc(N)sc1C)cn2S(=O)(=O)c1ccc2ccccc2c1	Ki	65.0	7.19
4493	Cc1c(S(=O)(=O)Nc2ccc3ncc(N4CCNCC4)cc3c2)sc2ccc(Cl)cc12	Ki	79.43	7.1
4497	O=S(=O)(c1ccc(Cl)cc1)c1n[nH]c2cccc(N3CCNCC3)c12	Ki	125.0	6.9
4498	Cc1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCN(C)CC4)cc23)cc1	Ki	4.9	8.31
4499	CN1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccs4)c3c2)CC1	Ki	7.8	8.11
4500	CN1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)CC1	Ki	1.6	8.8
4501	O=S(=O)(c1ccc(Cl)cc1)c1n[nH]c2cc(N3CCNCC3)ccc12	Ki	110.0	6.96
4502	O=S(=O)(c1ccc(C(F)(F)F)cc1)c1n[nH]c2cc(N3CCNCC3)ccc12	Ki	207.0	6.68
4503	OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1	Ki	169.0	6.77
4504	O=c1c(-c2ccccc2F)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccccc34)C1)CCCC2	Ki	1030.0	5.99
4506	COc1ccc(OC)c(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3ccccc32)c1	Ki	91.0	7.04
4507	CN1CCN(Cc2cn(S(=O)(=O)c3ccc(F)c(F)c3)c3ccccc23)CC1	Ki	119.0	6.92
4508	COc1ccc(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3ccccc32)cc1	Ki	25.1	7.6
4509	CN1CCN(CCc2cn(S(=O)(=O)c3cccc(Br)c3)c3ccc(Br)cc23)CC1.Cl.Cl	Ki	289.0	6.54
4513	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	Ki	1.486	8.83
4515	CC(=O)Nc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1.Cl	Ki	8.3	8.08
4518	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccc(C)cc1	Ki	15.5	7.81
4519	O=CC1=Cc2cn(S(=O)(=O)c3cccc4ccccc34)c3cccc(c23)O1	Ki	266.0	6.58
4522	CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC	Ki	0.789	9.1
4528	O=C1CC(CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21	Ki	354.81	6.45
4530	COc1ccc2c(c1)c(-c1cnc(N)[nH]1)cn2S(=O)(=O)c1cccc(F)c1.Cl	Ki	9.0	8.05
4532	CCn1cncc1-c1c[nH]c2ccccc12	Ki	3020.0	5.52
4533	CCn1cncc1-c1c[nH]c2cc(F)ccc12	Ki	5888.0	5.23
4534	CCn1cncc1-c1c[nH]c2ccc(F)c(F)c12	Ki	794.0	6.1
4535	Cc1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(Cl)c1	Ki	21.0	7.68
4536	COc1ccccc1N1CCN(CCCCCN2C(=O)N(C)C(=O)C2(C)c2ccccc2)CC1.Cl	Ki	14650.0	4.83
4537	CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1CCCCCN1CCN(c2ccc(F)cc2)CC1.Cl	Ki	1945.0	5.71
4538	CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1	Ki	12.9	7.89
4540	C=CCN(CC=C)CCc1c[nH]c2ccc(F)cc12	Ki	74.13	7.13
4541	Cn1ccc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2c1=O	Ki	167.2	6.78
4543	O=C(CCOCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1	Ki	830.0	6.08
4546	O=C([C@@H]1CCCN1C(=O)CCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1CCCCC1	Ki	376.0	6.42
4547	CN1CCN(Cc2cccc3c(=O)c4ccc(Cl)cc4oc23)CC1.Cl.Cl.Cl	Ki	19460.0	4.71
4548	Cc1cccc(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1	Ki	13.0	7.89
4549	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1	Ki	26.0	7.58
4550	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2cc(Cl)ccc2c1	Ki	2.4	8.62
4551	O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1	Ki	5.1	8.29
4552	O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1	Ki	680.0	6.17
4553	O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12	Ki	100.0	7.0
4554	O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1	Ki	8.913	8.05
4556	O=S(=O)(c1ccc2ccccc2c1)c1ccc2oc3c(c2c1)CNCC3	Ki	21.0	7.68
4558	Cc1cc(S(=O)(=O)c2ccc3sccc3c2)cc2c3c(oc12)CCNC3	Ki	0.23	9.64
4559	O=S(=O)(c1ccccc1)c1cc(-c2cc[nH]n2)c2oc3c(c2c1)CNCC3	Ki	4.5	8.35
4560	COc1cc(S(=O)(=O)c2ccc(C3CCOC3)cc2)cc2c3c(oc12)CCNC3	Ki	2.2	8.66
4561	NC(=O)c1ccccc1OCCCN1CC=C(c2cn(Cc3ccccc3)c3ccccc23)CC1	Ki	590.0	6.23
4562	O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1	Ki	0.4	9.4
4563	COCCn1c(C)c(C)c(S(=O)(=O)c2ccc(Cl)cc2)c1N	Ki	2945.0	5.53
4564	Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1	Ki	34.0	7.47
4565	O=S(=O)(NCCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(F)cc1	Ki	300.0	6.52
4567	CCOC(=O)c1cccc(NC2=NC(N)=NC3(CCCCC3)N2)c1	Ki	3587.0	5.45
4568	CCOC(=O)c1cccc(NC2=NC(N(C)C)=NC3(CCCCC3)N2)c1	Ki	4777.0	5.32
4569	COc1cc(S(=O)(=O)c2cccc([C@H](C)O)c2)cc2c3c(oc12)CCNC3	Ki	1.2	8.92
4571	O=S(=O)(c1ccccc1)c1cc(OC(F)(F)F)c2oc3c(c2c1)CNCC3	Ki	0.88	9.06
4572	CCOc1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	Ki	0.11	9.96
4573	O=S(=O)(c1ccccc1)c1cc(OCCO)c2oc3c(c2c1)CNCC3	Ki	1.6	8.8
4574	Cn1cc(-c2cc(S(=O)(=O)c3ccccc3)cc3c4c(oc23)CCNC4)cn1	Ki	11.0	7.96
4576	COc1cc(S(=O)(=O)c2cccc(OC(F)F)c2)cc2c3c(oc12)CCNC3	Ki	0.11	9.96
4577	COc1cc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cc2c3c(oc12)CCNC3	Ki	0.19	9.72
4578	COc1cc(S(=O)(=O)c2ccc3c(c2)COC3)cc2c3c(oc12)CCNC3	Ki	0.8	9.1
4579	N#Cc1cc(S(=O)(=O)c2ccc(F)cc2)cc2c3c(oc12)CCNC3	Ki	18.0	7.75
4581	CSc1nn2cc3c(nc2c1S(=O)(=O)c1ccc(F)cc1)CCN(C)C3	Ki	1155.0	5.94
4584	Cc1ccc(S(=O)(=O)n2cc(C[C@@H]3CCCN3C)c3ccccc32)cc1	Ki	5.0	8.3
4585	COc1ccc(S(=O)(=O)n2cc(C[C@@H]3CCCN3C)c3ccccc32)cc1OC	Ki	8.0	8.1
4586	O=S(=O)(c1ccc(Cl)c(Cl)c1)n1cc(C[C@@H]2CCCN2)c2ccccc21	Ki	49.0	7.31
4590	CCCCS(=O)(=O)n1ccc2c(N(C)C)cccc21	Ki	49900.0	4.3
4591	O=S(=O)(c1ccccc1)n1ccc2c(-c3ccncc3)cccc21	Ki	1508.0	5.82
4592	CN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1	Ki	1.0	9.0
4593	CS(=O)(=O)Nc1cccc(S(=O)(=O)N2CCOc3c(N4CCNCC4)cccc32)c1	Ki	199.53	6.7
4594	O=S(=O)(c1ccccc1)n1cnc2c(N3CCNCC3)nccc21	Ki	3.0	8.52
4595	O=S(=O)(c1ccccc1)n1ccc2ccc(-c3ccccc3)cc21	Ki	178.0	6.75
4596	O=S(=O)(c1ccccc1)n1ccc2ccc(N3CCN(CC(F)(F)F)CC3)cc21	Ki	1201.0	5.92
4597	O=S(=O)(c1ccccc1)n1ccc2c(N3CCCCC3)cccc21	Ki	128.0	6.89
4600	O=S(=O)(c1ccccc1Cl)n1ccc2c(N3CCNCC3)cccc21	Ki	0.3981	9.4
4601	CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CCC=N1	Ki	33.9	7.47
4604	CC(=O)Nc1nc(C)c(-c2c(C)n(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]1	Ki	83.0	7.08
4605	CCC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3cccc(F)c3)c3ccc(OC)cc23)[nH]1	Ki	9.0	8.05
4615	O=S(=O)(c1ccccc1)N1Cc2ccc(C3CCNCC3)cc2C1	Ki	254.0	6.59
4616	NC1CCc2c(cccc2NS(=O)(=O)c2ccccc2)C1	Ki	49.0	7.31
4619	O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12	Ki	13.0	7.89
4621	O=S(=O)(NCC1CCN(CCOc2ccccc2-c2ccccc2)CC1)c1ccc(Cl)s1	Ki	410.0	6.39
4622	O=C(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cccc(F)c1F	Ki	1799.0	5.75
4623	O=S(=O)(NC1CCN(CCOc2cccc(Cl)c2Cl)C1)c1ccc(Cl)s1	Ki	91.0	7.04
4633	c1ccc2oc(SCCCCCCN3CCN(c4nsc5ccccc45)CC3)nc2c1	Ki	302.0	6.52
4634	O=C1CCc2cc(OCCCCCCN3CCN(c4nsc5ccccc45)CC3)ccc2N1	Ki	805.0	6.09
4639	Cc1ccc(Cn2cc(CCN(C)C)c3ccccc32)cc1	Ki	29.0	7.54
4640	Nc1ccc(Cn2ccc3ccccc32)cc1	Ki	8200.0	5.09
4641	C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1	Ki	38.0	7.42
